id_venda,data_venda,id_loja,id_produto,id_vendedor,quantidade,valor_unitario,desconto
594,2024-05-18,7,111,17,4,149.9,0
595,2023-12-17,1,103,2,4,2899.0,5
596,2024-03-10,2,116,4,1,1799.0,10
597,2023-10-01,5,103,12,1,2899.0,0
598,2024-04-14,13,132,32,2,899.0,20
599,2024-02-19,12,125,30,3,2199.0,10
600,2024-08-26,6,142,14,1,449.0,10
601,2024-04-05,8,133,19,2,1095.65,25
602,2023-10-23,15,133,38,3,1199.0,5
603,2024-02-20,8,149,18,5,229.0,10
604,2023-10-10,15,123,37,1,449.0,0
605,2024-08-26,15,108,39,2,1499.0,5
606,2024-06-13,4,111,10,3,149.9,15
607,2023-09-16,13,124,32,2,129.9,10
608,2024-07-14,7,104,17,1,3299.0,15
609,2024-04-15,2,141,4,1,499.0,0
610,2024-04-11,12,135,29,1,1099.0,0
611,2024-03-14,6,101,13,1,1899.0,0
612,2023-09-27,8,107,20,4,258.46,20
613,2023-10-27,14,121,35,1,1499.0,5
614,2023-11-22,8,132,18,1,899.0,0
615,2024-05-22,1,117,2,1,2299.0,20
616,2024-04-15,5,118,12,2,199.9,20
617,2023-12-11,14,117,36,3,2299.0,15
618,2024-05-25,6,104,13,2,3299.0,10
619,2024-07-08,9,120,22,3,999.0,10
620,2023-11-20,1,139,1,2,599.0,0
621,2023-09-10,9,146,22,2,89.9,25
622,2023-10-02,2,131,5,3,449.0,0
623,2024-03-29,11,149,27,2,229.0,10
624,2024-05-24,9,124,21,2,129.9,20
625,2024-07-08,9,112,21,3,79.9,0
626,2023-09-21,4,119,10,2,599.0,10
627,2023-09-19,12,131,30,2,449.0,5
628,2024-07-09,9,136,23,1,1399.0,5
629,2024-06-14,7,142,17,1,449.0,0
630,2023-09-09,3,143,8,1,399.0,25
631,2024-03-03,2,108,4,2,1499.0,0
632,2024-06-18,15,140,37,1,249.0,0
633,2024-06-26,9,124,21,3,129.9,5
634,2023-12-01,4,149,10,1,229.0,0
635,2024-05-02,12,144,29,1,299.0,5
636,2024-08-04,6,124,13,1,129.9,0
637,2023-12-13,10,146,24,1,89.9,10
638,2023-10-25,1,143,40,2,399.0,20
639,2024-07-15,10,114,26,2,4899.0,5
640,2023-12-16,8,126,20,2,2999.0,30
641,2024-02-20,8,120,18,1,850.96,20
642,2024-03-25,3,105,7,2,5499.0,0
643,2023-12-12,9,125,21,2,2199.0,5
644,2024-06-21,11,144,27,1,299.0,0
645,2024-04-24,14,115,36,2,2899.0,0
646,2023-10-10,7,106,17,1,59.9,0
647,2024-08-15,3,148,8,1,120.09,0
648,2023-12-09,3,102,7,2,999.0,25
649,2024-02-18,5,137,12,1,1642.56,10
650,2023-10-21,13,106,34,2,59.9,10
651,2024-04-20,12,133,31,1,1199.0,5
652,2024-01-07,4,141,10,5,499.0,0
653,2024-01-21,1,148,1,1,139.0,0
654,2024-08-14,8,123,20,-1,449.0,5
655,2024-06-08,6,138,15,2,2199.0,0
656,2024-02-15,14,117,36,1,2069.89,0
657,2024-07-01,7,132,17,1,899.0,0
658,2023-12-21,11,136,27,1,1399.0,10
659,2023-12-01,10,146,24,2,89.9,0
660,2024-06-07,11,138,27,2,2199.0,0
661,2024-07-28,7,127,17,2,2599.0,0
662,2024-05-03,6,124,13,2,129.9,0
663,2024-01-24,7,129,16,1,2899.0,10
664,2024-04-08,14,132,36,1,899.0,20
665,2023-09-23,7,149,16,1,229.0,0
666,2023-11-28,3,102,8,2,856.47,0
667,2024-07-24,14,146,36,1,89.9,20
668,2023-10-21,12,130,31,1,699.0,10
669,2024-07-21,13,132,33,1,899.0,30
670,2024-02-23,4,109,10,1,2299.0,5
671,2023-10-28,5,102,12,3,999.0,0
672,2024-01-31,10,126,24,2,2999.0,10
673,2024-03-07,12,102,30,2,999.0,0
674,2023-10-15,15,104,37,2,3299.0,0
675,2024-02-23,12,134,29,1,199.0,30
676,2023-12-20,3,125,8,1,2199.0,0
677,2023-10-14,13,124,34,1,129.9,15
678,2023-12-29,10,118,25,3,172.14,0
679,2023-12-05,3,106,8,3,59.9,200
680,2023-12-02,4,127,9,3,2599.0,0
681,2024-03-06,1,139,40,1,519.54,5
682,2023-09-13,6,143,13,2,399.0,0
683,2023-11-18,1,139,40,2,599.0,10
684,2024-04-30,2,145,6,1,159.0,10
685,2024-08-05,3,141,8,1,499.0,20
686,2023-09-11,4,144,9,2,299.0,5
687,2024-05-29,15,112,38,1,79.9,0
688,2023-10-22,3,131,8,4,398.87,5
689,2024-07-11,7,103,17,3,2899.0,5
690,2024-07-22,11,129,28,2,2899.0,25
691,2023-12-18,4,144,9,1,299.0,5
692,2024-05-18,8,143,20,1,399.0,20
693,2024-02-18,15,142,38,3,449.0,10
694,2023-09-01,8,138,19,3,2046.35,10
695,2023-10-30,7,129,17,1,2624.82,5
696,2024-06-29,6,115,13,2,2899.0,10
697,2024-08-02,13,129,32,2,2899.0,10
698,2023-10-14,14,105,36,1,5499.0,30
699,2024-07-02,4,137,10,1,1799.0,5
700,2024-03-12,1,130,40,1,699.0,10
701,2024-07-07,12,129,99,1,2899.0,10
702,2023-11-05,5,121,12,1,1499.0,5
703,2023-10-20,10,116,24,1,1799.0,0
704,2023-12-08,15,105,37,1,5499.0,0
705,2023-12-05,9,119,22,4,599.0,25
706,2024-04-27,2,113,4,1,3499.0,5
707,2024-01-28,11,116,27,1,1799.0,0
708,2023-11-11,2,111,6,1,149.9,10
709,2023-11-18,13,101,32,1,1899.0,0
710,2023-09-21,3,101,8,1,1899.0,0
711,2023-11-14,3,999,8,3,199.0,10
712,2023-09-18,7,132,16,2,899.0,5
713,2023-10-29,5,129,12,3,2899.0,0
714,2024-04-05,12,125,30,2,2199.0,20
715,2023-09-17,11,118,28,1,199.9,5
716,2024-08-15,14,141,35,1,463.64,10
717,2023-09-06,10,115,24,1,2899.0,0
718,2023-09-05,10,128,24,4,1799.0,10
719,2024-04-06,6,148,15,4,139.0,0
720,2024-05-29,2,138,4,2,2199.0,0
721,2024-03-19,9,120,22,2,999.0,0
722,2024-07-11,7,137,17,1,1799.0,0
723,2023-11-11,4,121,9,1,1499.0,0
724,2023-12-22,12,141,30,1,499.0,10
725,2023-11-30,14,109,35,1,2299.0,0
726,2024-05-20,8,116,19,1,1799.0,5
727,2024-03-20,5,106,11,1,59.9,0
728,2024-05-10,7,101,16,1,1899.0,20
729,2023-10-27,14,116,36,2,1799.0,0
730,2024-05-01,14,125,35,1,2199.0,5
731,2024-07-29,13,107,34,1,299.0,0
732,2023-12-08,7,132,16,5,899.0,5
733,2023-11-19,1,141,1,1,499.0,0
734,2024-04-15,12,130,29,1,699.0,5
735,2024-06-26,9,148,22,1,119.46,10
736,2024-05-07,5,145,11,5,159.0,0
737,2024-08-17,3,134,8,1,199.0,10
738,2023-12-22,15,146,38,1,89.9,0
739,2024-05-29,8,128,20,1,1543.21,15
740,2023-10-18,12,114,30,2,4899.0,5
741,2024-03-05,1,131,3,2,449.0,0
742,2024-05-05,12,148,31,1,139.0,5
743,2024-08-20,6,137,15,1,1799.0,10
744,2024-02-11,6,128,14,4,1799.0,15
745,2023-11-08,13,126,34,1,2999.0,15
746,2024-08-31,11,118,27,1,199.9,0
747,2023-11-27,13,145,33,2,141.22,5
748,2024-06-26,7,104,17,1,3299.0,5
749,2024-02-09,10,143,26,2,399.0,0
750,2023-11-18,6,111,14,2,149.9,0
751,2024-03-28,4,102,9,1,999.0,15
752,2024-05-02,2,110,6,2,6999.0,15
753,2024-07-03,15,146,38,3,89.9,0
754,2024-05-21,1,110,40,3,6999.0,0
755,2023-11-13,4,132,10,1,769.2,10
756,2023-09-20,2,116,4,2,1799.0,
757,2024-04-12,8,106,19,2,59.9,0
758,2023-11-05,6,116,15,1,1799.0,10
759,2023-12-12,11,105,27,3,5499.0,20
760,2023-11-04,4,119,9,1,599.0,0
761,2024-04-05,6,128,14,5,1799.0,20
762,2023-11-30,13,136,33,2,1283.12,0
763,2023-09-16,2,142,5,1,449.0,0
764,2024-08-24,3,117,8,4,2299.0,15
765,2024-07-03,15,116,38,1,1644.65,0
766,2024-04-28,14,119,36,3,599.0,5
767,2023-10-06,8,145,19,1,159.0,0
768,2024-04-05,12,106,29,1,59.9,0
769,2024-05-29,4,113,9,1,3499.0,15
770,2023-12-18,8,131,18,1,449.0,5
771,2023-11-29,9,106,22,1,59.9,10
772,2024-03-31,11,113,28,3,3499.0,25
773,2024-06-12,11,103,27,1,2899.0,20
774,2023-10-10,14,131,35,3,449.0,10
775,2023-12-19,7,134,16,-1,199.0,20
776,2024-08-21,6,145,13,2,159.0,20
777,2024-05-03,15,144,37,2,299.0,10
778,2024-07-31,8,107,19,2,299.0,0
779,2023-10-05,4,120,9,3,999.0,0
780,2023-10-04,2,137,6,1,1799.0,0
781,2023-10-08,12,143,31,3,399.0,5
782,2024-07-20,5,101,11,1,1899.0,0
783,2023-09-10,7,109,16,1,2299.0,15
784,2023-11-21,6,129,15,1,2899.0,0
785,2024-07-27,12,118,31,1,199.9,0
786,2024-02-20,13,105,33,1,5499.0,0
787,2023-09-08,15,149,37,1,229.0,0
788,2024-06-13,10,140,25,1,249.0,25
789,2023-11-27,3,134,7,3,199.0,5
790,2023-12-15,12,142,31,4,449.0,10
791,2023-09-11,13,145,32,1,142.63,0
792,2024-04-20,4,118,9,3,199.9,0
793,2023-11-19,4,123,9,2,449.0,15
794,2023-11-05,5,142,11,2,449.0,0
795,2024-04-17,11,133,27,4,1199.0,15
796,2024-08-24,4,108,9,3,1499.0,0
797,2024-06-21,12,109,30,1,2299.0,0
798,2023-10-13,12,123,31,5,449.0,30
799,2023-09-30,15,136,38,4,1399.0,0
800,2024-01-06,11,124,28,1,129.9,10
801,2024-02-01,10,107,26,1,278.11,5
802,2024-08-05,8,147,19,1,199.0,0
803,2023-12-17,12,134,29,1,199.0,15
804,2023-10-09,14,148,35,2,139.0,0
805,2024-01-13,5,129,12,3,2899.0,15
806,2023-09-18,10,140,26,1,232.84,0
807,2024-05-02,4,136,9,2,1226.81,25
808,2024-04-27,15,127,37,1,2599.0,0
809,2024-08-02,4,145,9,4,138.97,15
810,2024-06-11,2,121,4,2,1499.0,10
811,2024-07-20,8,111,18,1,149.9,5
812,2024-07-09,12,121,30,1,1499.0,15
813,2024-07-16,12,110,30,1,6999.0,5
814,2024-02-03,4,108,9,2,1499.0,25
815,2024-06-05,5,102,12,2,872.6,0
816,2024-01-04,3,149,8,1,229.0,0
817,2023-12-08,12,121,30,1,1499.0,5
818,2023-10-29,10,143,25,1,399.0,15
819,2024-01-19,6,121,15,3,1499.0,10
820,2024-05-19,7,113,17,1,3499.0,0
821,2023-12-21,14,118,36,2,199.9,10
822,2024-05-26,8,108,20,1,1499.0,0
823,2024-03-24,12,114,30,1,4899.0,0
824,2024-01-01,15,123,38,2,449.0,10
825,2023-12-01,1,142,3,1,449.0,10
826,2024-05-20,11,119,28,2,539.29,10
827,2024-07-20,15,134,38,3,199.0,0
828,2024-03-24,4,126,9,1,2999.0,20
829,2024-03-07,6,999,14,1,2899.0,10
830,2024-06-23,10,126,26,1,2999.0,20
831,2024-06-17,12,109,29,2,2299.0,0
832,2024-07-02,7,146,17,1,89.9,0
833,2024-07-22,11,107,27,1,299.0,0
834,2024-05-25,1,132,2,1,818.43,0
835,2024-04-22,4,142,10,1,449.0,20
836,2023-12-27,11,128,27,1,1799.0,5
837,2024-06-10,12,114,30,2,4899.0,10
838,2024-07-21,14,108,36,1,1499.0,15
839,2024-07-04,1,117,3,2,2299.0,30
840,2023-10-15,8,130,20,2,699.0,15
841,2024-03-05,13,121,34,4,1499.0,25
842,2024-07-21,12,128,30,1,1799.0,15
843,2023-12-03,5,139,12,1,553.69,0
844,2023-12-20,14,143,35,1,399.0,15
845,2023-09-27,7,121,17,3,1284.41,10
846,2024-08-12,3,149,7,1,229.0,0
847,2024-04-30,2,110,4,3,6474.87,5
848,2024-03-04,2,116,6,2,1799.0,5
849,2023-10-27,13,132,34,2,899.0,0
850,2023-12-23,15,131,37,2,449.0,10
851,2024-07-15,13,127,33,4,2599.0,0
852,2024-06-29,7,114,16,3,4899.0,0
853,2024-07-27,5,137,11,1,1799.0,150
854,2023-10-10,11,131,99,2,449.0,15
855,2024-08-06,7,137,16,1,1799.0,5
856,2024-02-09,8,109,19,5,2299.0,0
857,2024-07-22,11,117,28,1,2299.0,15
858,2024-02-18,8,132,19,1,899.0,0
859,2024-04-25,4,135,9,1,1099.0,10
860,2024-07-05,3,134,8,1,199.0,5
861,2024-04-03,10,114,24,1,4899.0,15
862,2024-03-26,1,141,1,1,499.0,0
863,2024-03-12,3,120,8,2,999.0,0
864,2024-03-23,4,112,10,1,79.9,0
865,2024-06-12,10,114,26,1,4899.0,0
866,2024-08-01,7,113,17,4,3262.96,20
867,2024-06-03,7,147,16,3,199.0,25
868,2024-04-01,8,126,19,4,2999.0,0
869,2023-09-05,9,149,21,2,229.0,10
870,2024-06-08,9,116,23,1,1799.0,15
871,2024-06-09,15,133,37,1,1090.26,10
872,2024-03-01,2,124,5,5,129.9,5
873,2024-04-18,14,129,35,1,2899.0,0
874,2023-12-01,7,124,16,2,129.9,20
875,2024-08-14,10,117,26,3,2299.0,10
876,2024-05-26,8,147,19,1,199.0,0
877,2024-05-14,12,132,30,3,899.0,10
878,2023-11-16,7,135,17,2,1099.0,0
879,2023-12-29,1,143,3,3,399.0,0
880,2024-05-23,9,129,23,1,2899.0,10
881,2023-12-01,3,137,7,2,1799.0,0
882,2024-08-02,1,131,40,1,449.0,15
883,2024-01-06,12,129,31,2,2899.0,10
884,2024-05-01,1,126,40,2,2999.0,5
885,2024-08-11,8,143,18,3,399.0,20
886,2023-11-28,14,144,36,3,299.0,15
887,2023-09-24,1,113,3,2,3499.0,5
888,2024-01-01,11,106,28,2,59.9,0
889,2024-08-12,14,140,35,1,249.0,20
890,2023-09-27,3,105,8,3,5499.0,10
891,2024-04-28,15,103,39,1,2899.0,0
892,2023-12-19,8,145,19,3,159.0,5
893,2023-10-28,4,145,9,1,159.0,0
894,2024-06-13,8,147,18,1,199.0,0
895,2024-07-23,2,122,5,2,159.9,15
896,2023-12-17,10,135,26,3,1099.0,0
897,2023-10-02,14,149,35,2,229.0,0
898,2023-12-05,12,115,31,1,2533.51,0
899,2023-11-30,5,132,11,1,899.0,15
900,2024-06-29,13,128,33,2,1799.0,0
901,2024-06-16,2,128,6,1,1799.0,0
902,2024-06-19,14,128,36,1,1799.0,10
903,2023-10-10,4,120,10,4,999.0,10
904,2023-12-16,8,131,18,1,449.0,0
905,2024-07-09,8,120,19,1,999.0,0
906,2023-11-06,1,108,2,1,1417.76,0
907,2024-03-02,8,106,20,2,59.9,0
908,2024-01-27,3,120,8,1,999.0,10
909,2024-01-03,6,104,14,3,2843.14,15
910,2023-12-14,7,149,17,3,229.0,0
911,2024-08-09,8,138,20,1,2199.0,25
912,2024-03-24,12,144,31,1,299.0,0
913,2023-12-22,12,141,31,5,499.0,10
914,2024-06-24,9,150,22,1,129.0,0
915,2024-03-09,6,128,14,1,1799.0,5
916,2023-12-01,15,112,39,4,79.9,5
917,2024-03-23,2,119,6,3,599.0,10
918,2024-05-09,3,124,8,1,129.9,30
919,2024-08-15,12,113,29,2,3097.63,5
920,2023-09-20,10,115,26,1,2899.0,0
921,2024-06-06,1,121,3,1,1499.0,10
922,2024-07-05,2,148,4,2,139.0,20
923,2024-05-12,11,139,27,1,599.0,0
924,2024-01-13,15,105,37,3,5499.0,0
925,2023-12-15,10,125,24,3,2199.0,0
926,2024-08-18,8,130,20,4,699.0,10
927,2023-09-09,1,130,1,1,699.0,0
928,2024-06-11,11,108,28,3,1499.0,0
929,2024-04-12,8,109,20,1,2299.0,20
930,2023-12-31,1,103,40,1,2899.0,20
931,2024-04-10,4,148,9,1,139.0,0
932,2024-03-22,5,113,11,5,3499.0,15
933,2023-10-02,1,126,3,1,2999.0,15
934,2023-11-11,9,104,23,1,3299.0,0
935,2024-06-22,13,140,33,2,249.0,10
936,2024-04-18,15,112,39,3,79.9,5
937,2024-03-04,2,118,4,1,199.9,0
938,2024-08-08,12,110,29,1,6385.35,0
939,2023-12-05,8,150,18,3,129.0,5
940,2023-09-04,13,144,33,2,299.0,5
941,2024-06-13,7,126,17,1,2999.0,0
942,2023-10-23,9,129,21,2,2899.0,5
943,2023-11-20,7,131,17,1,449.0,10
944,2023-11-05,4,148,10,3,139.0,5
945,2024-01-14,9,142,99,1,449.0,10
946,2024-07-06,13,141,32,1,499.0,0
947,2024-06-22,7,131,17,1,449.0,0
948,2023-11-18,8,105,19,5,5499.0,20
949,2024-01-05,3,107,8,3,268.71,0
950,2024-03-13,8,139,20,1,599.0,25
951,2024-03-31,3,136,7,1,1399.0,5
952,2023-10-29,10,125,26,3,2199.0,15
953,2023-09-10,8,117,18,1,2299.0,0
954,2024-06-10,3,102,7,4,999.0,15
955,2023-12-29,14,128,36,1,1799.0,0
956,2024-02-14,13,131,33,1,449.0,20
957,2023-11-30,8,122,20,2,159.9,0
958,2024-08-04,15,148,37,2,139.0,0
959,2024-05-03,3,150,8,2,129.0,15
960,2023-12-01,5,148,12,2,139.0,0
961,2024-03-18,4,131,9,2,449.0,15
962,2023-11-16,15,105,37,1,5499.0,0
963,2023-12-07,3,130,7,2,699.0,10
964,2024-05-22,11,110,28,2,6999.0,0
965,2024-06-28,15,128,37,3,1799.0,30
966,2024-06-08,12,123,30,4,449.0,10
967,2024-02-16,6,138,15,1,2199.0,10
968,2023-12-26,2,129,4,1,2899.0,5
969,2024-07-10,5,139,11,1,599.0,5
970,2024-07-19,5,129,12,2,2899.0,25
971,2023-10-18,12,108,29,1,1499.0,0
972,2024-06-24,10,102,24,3,999.0,0
973,2023-11-10,5,137,12,2,1799.0,0
974,2024-01-21,8,139,20,3,599.0,10
975,2023-12-08,13,119,33,1,599.0,15
976,2024-06-21,3,137,8,1,1799.0,0
977,2024-03-07,14,140,36,3,249.0,30
978,2024-02-08,7,139,17,1,599.0,0
979,2024-01-21,13,108,32,1,1499.0,5
980,2023-11-15,15,128,37,1,1799.0,25
981,2023-12-26,2,126,6,3,2999.0,10
982,2024-05-25,3,115,7,1,2899.0,30
983,2024-04-05,11,135,27,1,1099.0,25
984,2024-08-22,9,125,21,3,2199.0,
985,2024-08-12,12,106,30,1,59.9,5
986,2024-04-20,14,128,35,1,1799.0,0
987,2024-08-26,7,134,17,1,199.0,5
988,2023-10-24,7,129,17,1,2899.0,10
989,2024-01-06,11,131,28,1,449.0,0
990,2023-10-21,6,119,14,5,599.0,5
991,2024-06-23,13,109,32,2,2299.0,
992,2023-10-22,11,126,28,2,2749.86,0
993,2023-10-26,1,136,40,4,1399.0,0
994,2024-06-05,6,103,15,2,2671.3,0
995,2023-12-17,4,125,9,4,2199.0,5
996,2023-10-11,5,128,11,2,1799.0,5
997,2024-01-27,7,117,17,2,2299.0,10
998,2024-02-13,13,142,32,1,449.0,5
999,2023-09-09,14,135,36,2,1099.0,10
1000,05/05/2024,13,124,33,5,129.9,0
1001,2024-07-10,14,124,36,2,129.9,0
1002,2023-09-05,3,109,8,4,2299.0,5
1003,2023-11-05,11,127,28,1,2599.0,20
1004,2023-11-02,13,144,34,2,299.0,30
1005,2023-11-09,1,136,40,1,1399.0,20
1006,2024-01-13,15,112,38,4,69.23,0
1007,2024-02-21,4,124,9,2,129.9,15
1008,2023-10-26,9,147,21,1,199.0,10
1009,2024-01-22,3,123,8,1,449.0,5
1010,2024-05-15,9,150,22,1,113.5,30
1011,2023-12-07,13,124,33,3,129.9,0
1012,2023-11-20,10,134,25,1,199.0,0
1013,2024-07-01,8,142,18,2,407.7,5
1014,2024-03-07,1,108,40,1,1499.0,0
1015,2023-12-05,13,134,33,1,199.0,5
1016,2024-08-23,15,117,37,2,2299.0,0
1017,2023-09-30,14,136,36,1,1399.0,0
1018,2023-09-26,14,113,35,2,3499.0,15
1019,2024-08-29,11,110,27,1,6999.0,0
1020,2023-12-05,14,118,35,2,199.9,20
1021,2023-12-19,15,116,39,2,1799.0,0
1022,2023-12-29,4,137,10,1,1799.0,15
1023,2024-05-03,2,118,6,1,173.5,15
1024,2024-06-30,7,114,16,5,4899.0,
1025,2024-02-24,12,143,31,5,399.0,20
1026,2024-01-04,2,107,4,1,299.0,0
1027,2024-07-13,4,143,9,1,399.0,30
1028,2023-10-18,10,120,26,3,999.0,5
1029,2024-01-06,3,111,7,1,149.9,20
1030,2024-06-16,14,101,36,2,1899.0,15
1031,2023-11-17,13,107,32,2,299.0,0
1032,2023-10-07,11,120,28,2,999.0,0
1033,2023-12-04,13,136,34,2,1399.0,0
1034,2023-11-20,13,103,33,3,2899.0,5
1035,2024-03-03,4,116,9,1,1799.0,0
1036,2023-10-15,11,120,28,1,999.0,5
1037,2023-09-10,5,108,11,2,1499.0,0
1038,2023-09-19,8,118,19,1,199.9,0
1039,2023-12-02,10,138,24,1,2199.0,0
1040,2023-12-16,6,110,15,3,6999.0,0
1041,2023-10-03,3,118,8,1,199.9,0
1042,2023-12-25,11,104,27,1,2933.44,10
1043,2024-04-19,7,148,17,4,139.0,0
1044,2023-09-28,7,131,16,1,449.0,5
1045,2023-09-27,4,130,10,1,699.0,20
1046,2024-01-02,3,103,7,1,2899.0,0
1047,2023-11-22,8,132,18,3,899.0,0
1048,2024-03-16,14,116,36,1,1799.0,0
1049,2023-09-11,15,127,39,3,2599.0,0
1050,2024-07-04,11,115,27,3,2899.0,0
1051,2024-06-21,12,118,29,2,199.9,0
1052,2024-02-03,7,124,16,1,129.9,15
1053,2024-07-16,5,131,12,3,449.0,0
1054,2024-04-21,7,127,17,2,2599.0,0
1055,2024-04-28,3,144,8,1,299.0,0
1056,2023-11-14,10,126,26,1,2999.0,20
1057,2024-07-26,15,133,39,1,1199.0,15
1058,2024-02-07,8,148,18,1,139.0,15
1059,2024-05-28,4,107,9,1,299.0,0
1060,2023-09-27,9,127,23,2,2599.0,0
1061,2024-05-29, 6 ,123,15,3,449.0,15
1062,2024-06-16,9,147,23,3,178.97,5
1063,2024-08-19,3,129,8,2,2899.0,15
1064,2024-05-22,6,126,15,1,2999.0,0
1065,2024-01-09,10,115,26,4,2899.0,20
1066,2023-09-30,14,130,36,2,699.0,0
1067,2024-02-23,11,143,27,1,399.0,5
1068,2023-10-13,6,129,13,2,2899.0,0
1069,2023-10-29,8,115,19,2,2899.0,0
1070,2024-06-16,12,136,30,1,1399.0,5
1071,2023-12-14,7,133,17,2,1199.0,5
1072,2024-01-30,11,122,27,2,159.9,5
1073,2023-10-23,8,137,18,2,1799.0,0
1074,2024-04-26,6,110,14,1,6999.0,0
1075,2024-07-17,12,103,31,4,2899.0,0
1076,2024-07-15,5,147,12,1,199.0,0
1077,2023-11-10,10,104,25,2,3299.0,0
1078,2024-06-29,11,103,28,4,2899.0,0
1079,2024-07-15,1,109,2,1,2299.0,0
1080,2023-11-27,14,144,35,2,299.0,0
1081,2024-07-04,9,121,23,1,1499.0,5
1082,2024-07-19,7,142,16,4,449.0,0
1083,2023-09-25,7,122,17,3,159.9,0
1084,2023-12-30,15,105,39,1,5499.0,15
1085,2023-09-17,5,107,11,4,299.0,20
1086,2024-07-12,4,121,10,1,1499.0,5
1087,2024-06-07,15,124,39,1,129.9,15
1088,2024-04-01,6,145,13,2,159.0,10
1089,2024-08-03,7,125,16,4,2199.0,0
1090,2024-01-03,12,138,29,4,1900.29,10
1091,2023-09-17,6,141,14,2,499.0,10
1092,2023-10-12,9,131,22,1,449.0,0
1093,2024-05-21,4,148,9,1,139.0,10
1094,2023-12-25,10,136,26,1,1399.0,5
1095,2023-10-06,3,116,7,1,1799.0,10
1096,2024-08-23,3,122,7,1,159.9,10
1097,2023-11-05,6,106,14,3,59.9,15
1098,2023-09-18,6,116,13,1,1799.0,15
1099,2024-07-12,13,121,34,1,1499.0,15
1100,2023-10-07,8,129,18,1,2899.0,0
1101,2023-10-01,3,127,7,3,2599.0,25
1102,2024-08-16,12,131,31,1,449.0,25
1103,2024-05-09,4,136,10,1,1399.0,15
1104,2023-12-03,9,108,23,1,1499.0,10
1105,2023-11-17,5,124,12,2,129.9,0
1106,2024-03-25,4,146,9,3,89.9,5
1107,2024-01-22,4,133,9,1,1199.0,0
1108,2024-02-18,12,140,31,4,249.0,0
1109,2023-11-01,11,132,27,2,899.0,10
1110,2024-06-14,1,101,2,1,1899.0,0
1111,2023-11-21,2,132,4,2,899.0,15
1112,2023-11-15,15,127,38,3,2599.0,0
1113,2023-12-17,4,133,10,3,1199.0,20
1114,2024-08-25,6,150,14,1,129.0,20
1115,2024-08-18,9,107,22,3,299.0,
1116,2024-06-07,4,137,9,4,1799.0,20
1117,2023-11-02,11,106,27,3,59.9,0
1118,2024-01-17,5,132,12,1,899.0,0
1119,2024-01-17,12,127,29,3,2599.0,0
1120,2024-04-15,9,146,21,2,89.9,5
1121,2024-06-21,9,137,21,5,1799.0,10
1122,2024-08-30,2,102,4,1,999.0,0
1123,2024-01-04,7,121,16,5,1499.0,0
1124,2023-11-12,4,112,10,1,79.9,0
1125,2023-10-19,9,118,23,2,199.9,10
1126,2024-01-26,15,108,38,-1,1499.0,5
1127,2024-05-20,10,145,26,1,159.0,0
1128,2024-02-14,6,130,15,1,699.0,0
1129,2023-12-11,15,104,39,1,3299.0,10
1130,2023-10-16,7,133,17,4,1199.0,0
1131,2024-07-20,15,147,39,2,184.18,0
1132,2023-10-31,6,112,14,4,79.9,10
1133,2024-08-07,6,140,15,2,249.0,0
1134,2024-07-23,12,126,30,3,2999.0,5
1135,2024-02-13,12,147,31,1,199.0,15
1136,2024-03-14,3,122,7,1,149.39,20
1137,2024-06-19,4,125,10,1,2199.0,0
1138,2024-01-10,7,134,17,1,199.0,15
1139,2024-08-21,13,117,32,1,2299.0,5
1140,2023-12-03,7,109,17,1,2299.0,20
1141,2023-10-21,3,133,8,1,1199.0,0
1142,2024-04-12,7,105,17,1,5499.0,0
1143,2023-12-03,13,146,33,2,89.9,10
1144,2023-12-23,5,146,12,2,89.9,0
1145,2024-03-24,6,143,15,1,399.0,0
1146,2024-04-25,3,127,8,1,2421.21,15
1147,2024-07-29,15,150,37,2,129.0,5
1148,2023-12-14,7,137,16,2,1799.0,15
1149,2023-11-18,5,114,12,1,4899.0,10
1150,2023-12-01,15,139,37,2,599.0,0
1151,2023-10-29,7,115,16,1,2899.0,25
1152,2024-08-05,8,127,20,3,2599.0,30
1153,2024-06-02,9,114,22,2,4899.0,20
1154,2024-07-06,4,107,9,2,299.0,0
1155,2023-11-04,1,123,1,1,449.0,0
1156,2024-02-25,9,140,23,2,249.0,20
1157,2024-04-17,6,108,14,4,1499.0,5
1158,2023-12-20,11,112,27,3,79.9,0
1159,2023-11-17,1,116,1,1,1799.0,10
1160,2024-03-11,2,140,5,1,249.0,10
1161,2023-10-27,10,141,26,4,499.0,10
1162,2024-02-02,11,111,28,2,149.9,0
1163,2024-02-10,3,106,8,2,59.9,0
1164,2023-10-23,1,128,3,2,1799.0,0
1165,2023-09-15,8,101,19,1,1899.0,20
1166,2023-11-05,2,126,6,2,2999.0,20
1167,2023-10-17,9,126,23,1,2763.16,15
1168,2023-10-22,13,119,34,2,599.0,10
1169,2024-03-16,3,124,8,2,129.9,0
1170,2024-06-23,2,120,4,3,999.0,0
1171,2023-09-08,14,134,35,1,199.0,20
1172,2024-01-23,7,119,17,1,559.53,5
1173,2024-06-16,3,114,8,2,4361.68,15
1174,2023-09-10,1,122,2,2,159.9,10
1175,2024-05-28,6,138,15,3,1875.64,10
1176,2024-01-18,3,132,7,1,899.0,5
1177,2024-06-12,7,141,16,2,499.0,10
1178,2024-02-09,7,146,17,2,89.9,0
1179,2023-11-28,15,148,38,2,139.0,10
1180,2024-08-17,3,124,8,1,129.9,5
